timestamp,strategy,reason,fill_side,quantity,price,trade_price,trade_size,trade_side,inventory_after,cash_after,transaction_hash
2026-06-08T05:09:01.069000Z,maker_bbo,maker_trade_print,SELL,5.0,0.27,0.27,5.0,BUY,-5.0,1.35,0x241b50b7bd4f106beb97104c8682bdd7fe2e33e5d2b206db4a656cc3b9900c4a
2026-06-08T06:38:41.997000Z,maker_bbo,maker_trade_print,SELL,10.0,0.35,0.35,11.314284,BUY,-15.0,4.85,0x1db747b55db8f0779fc234cf977eff510e7332ba8965e5d7c4a6cb613c49d726
2026-06-08T06:44:30.209000Z,maker_bbo,maker_trade_print,SELL,6.0,0.37,0.37,6.0,BUY,-21.0,7.069999999999999,0x3a1571c22b104cf411322cfa55d7bf4cfd5d4ae17bb9c664286f56dda0d28443
2026-06-08T12:58:59.344000Z,maker_bbo,maker_trade_print,BUY,6.0,0.28,0.28,6.0,SELL,-15.0,5.389999999999999,0x3846c3cdb78894764799e2a0b336f6e39845f2cf60799dbd823dbe2db3a35aad
2026-06-08T12:59:00.281000Z,maker_bbo,maker_trade_print,SELL,3.333332,0.3,0.3,3.333332,BUY,-18.333332,6.389999599999999,0xfc824d80e3d83e4a6acfc9888049974829e9d27548537b9a69eea5b4f4e17a47
2026-06-08T13:55:55.369000Z,maker_bbo,maker_trade_print,SELL,6.0,0.3,0.3,6.0,BUY,-24.333332,8.189999599999998,0xd2d2a5c4f99f5157cd0980881a7ad4b1ec8d41ff59e5d3eaf8b463ca88fb524f
2026-06-08T18:21:56.125000Z,maker_bbo,maker_trade_print,SELL,6.0,0.31,0.31,6.0,BUY,-30.333332,10.049999599999998,0xeb8bf7ac0721372df58d84c8b3e202dbb17ad233852fedf6ae0fb583aa8e5eab
2026-06-08T18:22:24.644000Z,maker_bbo,maker_trade_print,SELL,5.0,0.32,0.32,5.0,BUY,-35.333332,11.649999599999997,0xf6b50e34000414be3e8995f69dedcfaca847b0895aa36be5d1bbcdb4f2d22a4e
2026-06-08T18:29:38.896000Z,maker_bbo,maker_trade_print,SELL,3.125,0.32,0.32,3.125,BUY,-38.458332,12.649999599999997,0xc1ae176a3ae0120cbf0ed649374fe3a9f098b38a6ae522f9de3ef879c71c89bc
2026-06-09T05:00:18.856000Z,maker_bbo,maker_trade_print,SELL,2.86111,0.36,0.36,2.86111,BUY,-41.319441999999995,13.679999199999997,0x10725571dbe028de746aa0ba846458c66d436b8b227a8e576a93c9d50c1be719
